1つ	ヒトツ
負惜み	マケオシミ
財宝	ザイホウ
財布	サイフ
財産	ザイサン
貧乏人	ビンボウニン
貧乏性	ビンボウショウ
貧富	ヒンプ
貧民	ヒンミン
貫	ヌキ
責	セメ
責め	セメ
責任	セキニン
貰	モライ
貰い	モライ
貰い手	モライテ
貴人	キジン
貴女	キジョ
貴婦人	キフジン
貴家	キカ
貴様	キサマ
貴重	キチョウ
買い出し	カイダシ
貸し	カシ
貸して	カシテ
貸家	カシヤ
貸費	タイヒ
費用	ヒヨウ
賄	マカナイ
賄賂	ワイロ
資本	シホン
資格	シカク
資産	シサン
資金	シキン
賑	ニギワイ
賜物	タマモノ
賞	ショウ
賞与	ショウヨ
賢	ケン
賢人	ケンジン
賢哲	ケンテツ
賢夫人	ケンプジン
賢者	ケンジャ
賤業	センギョウ
質	シツ
質屋	シチヤ
質草	シチグサ
贅沢	ゼイタク
贅物	ゼイブツ
贋	ニセ
贋札	ニセサツ
贋物	ニセモノ
赤	アカ
赤ん坊	アカンボウ
赤土	アカツチ
赤地	アカジ
赤帽	アカボウ
赤恥	アカハジ
赤旗	アカハタ
赤本	アカホン
赤松	アカマツ
赤毛	アカゲ
赤蛙	アカガエル
赤裸	アカハダカ
赤銅	シャクドウ
赤飯	セキハン
走り	ハシリ
走馬燈	ソウマトウ
起き抜け	オキヌケ
起し	オコシ
起り	オコリ
起源	キゲン
超人	チョウジン
超然	チョウゼン
超邁	チョウマイ
越中褌	エッチュウフンドシ
越後獅子	エチゴジシ
趣	オモムキ
趣向	シュコウ
趣味	シュミ
趨勢	スウセイ
足	アシ
足ぶみ	アシブミ
足へん	アシヘン
足もと	アシモト
足並	アシナミ
足元	アシモト
足前	タシマエ
足拍子	アシビョウシ
足搦	アシガラミ
足袋	タビ
足跡	アシアト
足踏み	アシブミ
足音	アシオト
足駄	アシダ
跛	チンバ
距離	キョリ
跡	アト
跡形	アトカタ
路	ミチ
路傍	ロボウ
路次	ロジ
路頭	ロトウ
跳ね	ハネ
跳返	ハネカエリ
跳返り	ハネカエリ
踊	オドリ
踊り	オドリ
踏切り	フミキリ
踵	カカト
蹄	ヒズメ
蹣跚	マンサン
蹲	ツクバイ
蹴合い	ケアイ
躁狂	ソウキョウ
躄	イザリ
躍起	ヤッキ
躑躅	ツツジ
身	ミ
身のまわり	ミノマワリ
身の丈	ミノタケ
身の上	ミノウエ
身の毛	ミノケ
身上	シンジョウ
身代	シンダイ
身代り	ミガワリ
身体	シンタイ
身元	ミモト
身内	ミウチ
身分	ミブン
身悶え	ミモダエ
身投げ	ミナゲ
身振	ミブリ
身振り	ミブリ
身構	ミガマエ
身辺	シンペン
身長	シンチョウ
躾	シツケ
車	クルマ
車内	シャナイ
車力	シャリキ
車夫	シャフ
車引	クルマヒキ
車掌	シャショウ
車輪	シャリン
軍	グン
軍人	グンジン
軍勢	グンゼイ
軍国	グンコク
軍師	グンシ
軍服	グンプク
軍歌	グンカ
軍略	グンリャク
軍部	グンブ
軍配	グンバイ
軍隊	グンタイ
軍鶏	シャモ
軒	ノキ
軒下	ノキシタ
軒先	ノキサキ
軒端	ノキバ
転	テン
転てつ機	テンテツキ
軽はずみ	カルハズミ
軽便鉄道	ケイベンテツドウ
軽症	ケイショウ
軽石	カルイシ
軽薄	ケイハク
軽重	ケイチョウ
輝	テル
輩	トモガラ
輪	ワ
輪ゴム	ワゴム
輪廓	リンカク
輸贏	ユエイ
輻	ヤ
辛	カラシ
辞	ジ
辞令	ジレイ
辞典	ジテン
辞表	ジヒョウ
辰	タツ
農作物	ノウサクモツ
農業	ノウギョウ
辺	アタリ
辺り	アタリ
辻	ツジ
辻褄	ツジツマ
込	コミ
迂闊	ウカツ
迎い	ムカイ
近付	チカヅキ
近付き	チカヅキ
近所	キンジョ
近所合壁	キンジョガッペキ
近火	キンカ
近眼	キンガン
近辺	キンペン
近頃	チカゴロ
返うち	カエリウチ
返書	ヘンショ
返歌	ヘンカ
返電	ヘンデン
迷い	マヨイ
迷信	メイシン
迷子	マイゴ
追って	オッテ
追手	オッテ
送り	オクリ
逃げ	ニゲ
逃道	ニゲミチ
逆	ギャク
逆さ	サカサ
逆捩	サカネジ
逆茂木	サカモギ
逆鱗	ゲキリン
透き	スキ
透綾	スキヤ
途	ト
途方	トホウ
通し	トオシ
通じ	ツウジ
通り	トオリ
通りま	トオリマ
通人	ツウジン
通例	ツウレイ
通俗	ツウゾク
通俗的	ツウゾクテキ
通則	ツウソク
通常	ツウジョウ
通弁	ツウベン
通称	ツウショウ
通路	ツウロ
速力	ソクリョク
速度	ソクド
造	ミヤツコ
造り	ツクリ
造作	ゾウサク
造詣	ゾウケイ
連	レン
連れ	ツレ
連中	レンチュウ
連判状	レンバンジョウ
連夜	レンヤ
連綿	レンメン
週	シュウ
進取	シンシュ
逸事	イツジ
逸品	イッピン
逸楽	イツラク
逸民	イツミン
逸話	イツワ
遅れ	オクレ
遅速	チソク
遊び	アソビ
遊子	ユウシ
遊廓	ユウカク
遊技	ユウギ
運	ウン
運び	ハコビ
運命	ウンメイ
運筆	ウンピツ
過半	カハン
過失	カシツ
過度	カド
過敏	カビン
過程	カテイ
過言	カゴン
道	ミチ
道づれ	ミチヅレ
道ばた	ミチバタ
道中双六	ドウチュウスゴロク
道具	ドウグ
道具立て	ドウグダテ
道化	ドウケ
道化師	ドウケシ
道化者	ドウケモノ
道場	ドウジョウ
道学	ドウガク
道家	ミチヤ
道幅	ミチハバ
道徳	ドウトク
道歌	ドウカ
道理	ドウリ
道路	ドウロ
達磨	ダルマ
達者	タッシャ
違い棚	チガイダナ
遠吠	トオボエ
遠因	エンイン
遠国	オンゴク
遠山	トオヤマ
遠廻し	トオマワシ
遠方	エンポウ
遠浅	トオアサ
遠眼鏡	トオメガネ
遠足	エンソク
遠距離	エンキョリ
遠近	エンキン
遣り口	ヤリクチ
遣唐使	ケントウシ
遣手	ヤリテ
適例	テキレイ
選手	センシュ
遺族	イゾク
遺書	イショ
遺物	イブツ
遺産	イサン
遺誡	イカイ
遺風	イフウ
遺骨	イコツ
邪気	ジャキ
邪淫	ジャイン
邯鄲	カンタン
邸	ヤシキ
邸宅	テイタク
郊外	コウガイ
郎	ロウ
部	ブ
部下	ブカ
部分	ブブン
部屋	ヘヤ
部門	ブモン
部類	ブルイ
郵便	ユウビン
郵便箱	ユウビンバコ
郷里	キョウリ
都	ト
都人士	トジンシ
都会	トカイ
都会人	トカイジン
都合	ツゴウ
都市	トシ
酌	シャク
酒	サケ
酒びたり	サケビタリ
酒代	サカダイ
酒場	サカバ
酒屋	サカヤ
酒池肉林	シュチニクリン
酒盛り	サカモリ
酒造り	サケヅクリ
酒量	シュリョウ
酒飲み	サケノミ
酔	ヨイ
酔い	ヨイ
酔っぱらい	ヨッパライ
酔客	スイキャク
酔態	スイタイ
酔漢	スイカン
酢	ス
酢味噌	スミソ
酢豚	スブタ
醋	ス
醍醐	ダイゴ
醜婦	シュウフ
醜態	シュウタイ
醤油	ショウユ
釈教	シャッキョウ
里	サト
里芋	サトイモ
重	オモ
重々	ジュウジュウ
重き	オモキ
重く	ジュウク
重そう	ジュウソウ
重み	オモミ
重役	ジュウヤク
重点	ジュウテン
重病	ジュウビョウ
重箱	ジュウバコ
重量	ジュウリョウ
野	ノ
野中	ノナカ
野分	ノワケ
野原	ノハラ
野心	ヤシン
野暮	ヤボ
野猪	ヤチョ
野獣	ヤジュウ
野良	ノラ
野良犬	ノライヌ
野良猫	ノラネコ
野茨	ノイバラ
野草	ヤソウ
野菜	ヤサイ
野蛮	ヤバン
野郎	ヤロウ
量	リョウ
金	キム
金いろ	キンイロ
金側	キンガワ
金具	カナグ
金切り声	カナキリゴエ
金剛不壊	コンゴウフエ
金剛石	コンゴウセキ
金力	キンリョク
金巾	カナキン
金平糖	コンペイトウ
金持	カネモチ
金持ち	カネモチ
金時	キントキ
金柑	キンカン
金槌	カナヅチ
金盥	カナダライ
金箔	キンパク
金米糖	コンペイトウ
金網	カナアミ
金縁	キンブチ
金縛り	カナシバリ
金色	キンイロ
金銀	キンギン
金銭	キンセン
金鍔	キンツバ
金額	キンガク
金魚	キンギョ
金魚鉢	キンギョバチ
釘	クギ
釜	カマ
針	ハリ
針仕事	ハリシゴト
針箱	ハリバコ
針葉樹	シンヨウジュ
針金	ハリガネ
釣	ツリ
釣り	ツリ
釣堀	ツリボリ
釣手	ツリテ
釣瓶	ツルベ
釣竿	ツリザオ
釣鐘	ツリガネ
釦	ボタン
鈍物	ドンブツ
鈴	スズ
鉄	テツ
鉄心	テッシン
鉄扇	テッセン
鉄棒	テツボウ
鉄瓶	テツビン
鉄砲	テッポウ
鉄道	テツドウ
鉛	ナマリ
鉛筆	エンピツ
鉢	ハチ
鉢合	ハチアワセ
鉢合せ	ハチアワセ
鉱山	コウザン
鉾	ホコ
銀	ギン
銀いろ	ギンイロ
銀杏	イチョウ
銀河	ギンガ
銀行	ギンコウ
銀製	ギンセイ
銀貨	ギンカ
銅	ドウ
銅像	ドウゾウ
銅貨	ドウカ
銅銭	ドウセン
銅鑼	ドラ
銘	メイ
銘木	メイボク
銚子	チョウシ
銭	セン
銭湯	セントウ
鋒鋩	ホウボウ
鋭鋒	エイホウ
鋲	ビョウ
鋳型	イガタ
鋸	ノコ
鋼	ハガネ
鋼玉	コウギョク
錆	サビ
錐	キリ
錘	ツム
錠	ジョウ
錠前	ジョウマエ
錠剤	ジョウザイ
錨	イカリ
錬金術	レンキンジュツ
鍋	ナベ
鍋焼	ナベヤキ
鍔	ツバ
鍔元	ツバモト
鍬	クワ
鍵	カギ
鎌	カマ
鎌首	カマクビ
鎖	クサリ
鎧	ヨロイ
鏡	カガミ
鐘	カネ
長	ナガ
長え	ナガエ
長き	チョウキ
長久	チョウキュウ
長兄	チョウケイ
長夜	チョウヤ
長女	チョウジョ
長寿	チョウジュ
長屋	ナガヤ
長火鉢	ナガヒバチ
長男	チョウナン
長篇	チョウヘン
長者	チョウジャ
長靴	ナガグツ
門	モン
門下	モンカ
門下生	モンカセイ
門前	モンゼン
門口	カドグチ
門外漢	モンガイカン
門松	カドマツ
開かん	カイカン
開き	ヒラキ
開き戸	ヒラキド
開明	カイメイ
閑人	ヒマジン
閑暇	カンカ
閑静	カンセイ
間	マ
間そう	カンソウ
間に合せ	マニアワセ
間一髪	カンイッパツ
間取	マトリ
間口	マグチ
間抜	マヌケ
間接	カンセツ
間断	カンダン
間柄	アイダガラ
間然	カンゼン
間男	マオトコ
間隔	カンカク
間際	マギワ
関の戸	セキノト
関心	カンシン
関白	カンパク
関節	カンセツ
閣下	カッカ
闇	ヤミ
闇夜	ヤミヨ
防	ボウ
防ぐ	ボウグ
阿呆	アホ
阿弥	アミ
阿鼻叫喚	アビキョウカン
阿鼻地獄	アビジゴク
附	フ
附近	フキン
降雪	コウセツ
限	キリ
陛下	ヘイカ
院外	インガイ
院長	インチョウ
陣	ジン
陣地	ジンチ
陣立て	ジンダテ
陣笠	ジンガサ
陣羽織	ジンバオリ
陰	カゲ
陰口	カゲグチ
陵	リョウ
陶器	トウキ
陶然	トウゼン
陸	リク
陸軍	リクグン
険	ケン
陽性	ヨウセイ
陽春	ヨウシュン
陽炎	カゲロウ
隅	スミ
隅々	スミズミ
隅っこ	スミッコ
隆盛	リュウセイ
隊伍	タイゴ
隊長	タイチョウ
階下	カイカ
階段	カイダン
随い	ズイイ
随処	ズイショ
随意	ズイイ
隔たり	ヘダタリ
隔て	ヘダテ
隙	ヒマ
隙間	スキマ
際限	サイゲン
障り	サワリ
障子	ショウジ
障害	ショウガイ
隠し	カクシ
隠し場所	カクシバショ
隠し立て	カクシダテ
隠し芸	カクシゲイ
隠れ	カクレ
隠れ家	カクレガ
隠語	インゴ
隣	トナリ
隣人	リンジン
隣国	リンゴク
隣室	リンシツ
隣家	リンカ
雁	カリ
雄	ユウ
雄弁	ユウベン
雅言	ガゲン
集	シュウ
集り	アツマリ
雇主	ヤトイヌシ
雌	メス
雌雄	シユウ
雑	ザツ
雑作	ゾウサ
雑兵	ゾウヒョウ
雑巾	ゾウキン
雑炊	ゾウスイ
雑煮	ゾウニ
雑誌	ザッシ
雑費	ザッピ
雑魚	ジャコ
雛	ヒナ
離れ離れ	ハナレバナレ
難	ナン
難事	ナンジ
難所	ナンショ
難易	ナンイ
難物	ナンブツ
難症	ナンショウ
難癖	ナンクセ
難行苦行	ナンギョウクギョウ
難関	ナンカン
難題	ナンダイ
雨	アメ
雨上り	アメアガリ
雨垂れ	アマダレ
雨宿り	アマヤドリ
雨戸	アマド
雨風	アメカゼ
雪	ユキ
雪女	ユキオンナ
雪女郎	ユキジョロウ
雪煙	ユキケムリ
雪踏	セッタ
雪隠	セッチン
雫	シズク
雰囲気	フンイキ
雲	クモ
雲助	クモスケ
雲母	ウンモ
雲泥の差	ウンデイノサ
雲霞	ウンカ
雷	カミナリ
電しんばしら	デンシンバシラ
電信	デンシン
電信ばしら	デンシンバシラ
電光	デンコウ
電力	デンリョク
電動	デンドウ
電卓	デンタク
電報	デンポウ
電柱	デンチュウ
電気	デンキ
電線	デンセン
電話機	デンワキ
電車	デンシャ
電鉄	デンテツ
震え	フルエ
霊	レイ
霊気	レイキ
霊異	レイイ
霊験	レイケン
霊魂	レイコン
霜	シモ
霜柱	シモバシラ
霜解	シモドケ
霞	カスミ
霧	キリ
露地	ロジ
青	アオ
青のり	アオノリ
青大将	アオダイショウ
青年	セイネン
青春	セイシュン
青桐	アオギリ
青磁	セイジ
青空	アオゾラ
青葉	アオバ
静	セイ
静謐	セイヒツ
非	ヒ
非凡	ヒボン
非常識	ヒジョウシキ
面	メン
面前	メンゼン
面影	オモカゲ
面構	ツラガマエ
面構え	ツラガマエ
面白	オモシロ
面皰	ニキビ
面目次第	メンボクシダイ
面積	メンセキ
面長	オモナガ
革	カワ
革命	カクメイ
靴	クツ
鞄	カバン
鞘	サヤ
鞭	ムチ
韮	ニラ
音	オト
音いろ	ネイロ
音信	オンシン
音声	オンセイ
音曲	オンギョク
音楽	オンガク
音色	ネイロ
音量	オンリョウ
音響	オンキョウ
韻	イン
響	ヒビキ
響き	ヒビキ
頁	ページ
頂	イタダキ
頂上	チョウジョウ
頂点	チョウテン
項目	コウモク
順	ジュン
順々	ジュンジュン
順列	ジュンレツ
順序	ジュンジョ
順番	ジュンバン
順路	ジュンロ
頑固	ガンコ
頓	トミ
頓珍漢	トンチンカン
領	リョウ
領主	リョウシュ
領分	リョウブン
頬	ホオ
頬杖	ホオヅエ
頬骨	ホオボネ
頭	アタマ
頭寒足熱	ズカンソクネツ
頭巾	ズキン
頭数	トウスウ
頭文字	カシラモジ
頭痛	ズツウ
頭脳	ズノウ
頭蓋骨	ズガイコツ
頭領	トウリョウ
頭髪	トウハツ
頼み	タノミ
題	ダイ
題名	ダイメイ
題目	ダイモク
額	ガク
顎	アゴ
顔	カオ
顔いろ	カオイロ
顔かたち	カオカタチ
顔つき	カオツキ
顔付	カオツキ
顔色	カオイロ
顔面	ガンメン
願	ネガイ
願い	ネガイ
願い事	ネガイゴト
顛末	テンマツ
類	ルイ
類例	ルイレイ
類型	ルイケイ
風	カゼ
風がわり	フウガワリ
風上	カザカミ
風体	フウテイ
風俗	フウゾク
風儀	フウギ
風合い	フウアイ
風呂	フロ
風呂敷	フロシキ
風味	フウミ
風変り	フウガワリ
風情	フゼイ
風教	フウキョウ
風景	フウケイ
風来坊	フウライボウ
風波	フウハ
風流	フリュウ
風紀	フウキ
風習	フウシュウ
風船	フウセン
風通し	カゼトオシ
風邪	カゼ
風采	フウサイ
飄然	ヒョウゼン
飛	ヒ
飛び込み	トビコミ
飛白	ヒハク
飛花落葉	ヒカラクヨウ
飛車	ヒシャ
飛道具	トビドウグ
食	ショク
食い倒れ	クイダオレ
食い意地	クイイジ
食い気	クイケ
食い物	クイモノ
食べに	ショクベニ
食べ物	タベモノ
食前	ショクゼン
食卓	ショクタク
食堂	ショクドウ
食客	ショッキャク
食後	ショクゴ
食意地	クイイジ
食指	ショクシ
食料	ショクリョウ
食欲	ショクヨク
食物	ショクモツ
食用	ショクヨウ
飯	メシ
飯櫃	メシビツ
飯粒	メシツブ
飲み物	ノミモノ
飴	アメ
飾り	カザリ
餃子	ギョウザ
餅	モチ
餅屋	モチヤ
餅菓子	モチガシ
養子	ヨウシ
養家	ヨウカ
養父	ヨウフ
養父母	ヨウフボ
餌	エサ
餌食	エジキ
餓鬼大将	ガキダイショウ
餞別	センベツ
饂飩	ウドン
饑饉	キキン
饗宴	キョウエン
首	クビ
首っ引き	クビッピキ
首実検	クビジッケン
首尾	シュビ
首筋	クビスジ
首縊り	クビククリ
首脳	シュノウ
首輪	クビワ
香	コウ
香の物	コウノモノ
香具師	コウグシ
香木	コウボク
香水	コウスイ
香炉	コウロ
香車	キョウシャ
馬	ウマ
馬の骨	ウマノホネ
馬丁	バテイ
馬子	マゴ
馬耳東風	バジトウフウ
馬肉	バニク
馬車	バシャ
馬車馬	バシャウマ
馬鈴薯	ジャガイモ
馬鹿者	バカモノ
馴染	ナジミ
馴染み	ナジミ
駄々	ダダ
駄弁	ダベン
駄洒落	ダジャレ
駄馬	ダバ
駅	エキ
駅売り	エキウリ
駅長	エキチョウ
駒	コマ
駒下駄	コマゲタ
駱駝	ラクダ
騒ぎ	サワギ
験	ケン
驚き	オドロキ
驢馬	ロバ
骨	ホネ
骨折り損	ホネオリゾン
骨抜	ホネヌキ
骨抜き	ホネヌキ
骨格	コッカク
骨組み	ホネグミ
骨肉	コツニク
骨董	コットウ
骨身	ホネミ
骨頂	コッチョウ
骸	ムクロ
高	コウ
高い	タカイ
高き	コウキ
高低	コウテイ
高価	コウカ
高僧	コウソウ
高利貸	コウリカシ
高原	コウゲン
高島田	タカシマダ
高潮	コウチョウ
高話	コウワ
高踏	コウトウ
高齢	コウレイ
髪	カミ
髪の毛	カミノケ
髪結床	カミユイドコ
髭	ヒゲ
髯	ヒゲ
髷	マゲ
鬘	カツラ
鬚	ヒゲ
鬢	ビン
鬨の声	トキノコエ
鬼	オニ
鬼気	キキ
鬼瓦	オニガワラ
魂	タマシイ
魂胆	コンタン
魑魅	スダマ
魔	マ
魔力	マリョク
魔法	マホウ
魔物	マモノ
魚	サカナ
魚介類	ギョカイルイ
魚類	ギョルイ
鮑	アワビ
鮒	フナ
鮨	スシ
鮪	マグロ
鮭	サケ
鯉	コイ
鯛	タイ
鯨	クジラ
鯱	シャチ
鰌	ドジョウ
鰐	ワニ
鰡	ボラ
鰹	カツオ
鰹節	カツオブシ
鰻	ウナギ
鱒	マス
鳥	トリ
鳥の子紙	トリノコガミ
鳥屋	トリヤ
鳥類	チョウルイ
鳩	ハト
鳴き声	ナキゴエ
鳴り	ナリ
鳶口	トビグチ
鳶色	トビイロ
鴉	カラス
鴎	カモメ
鴛鴦	エンオウ
鴟尾	シビ
鴨	カモ
鴻	オオトリ
鵜	ウ
鵜呑	ウノミ
鵞毛	ガモウ
鶉	ウズラ
鶏	ニワトリ
鶏卵	ケイラン
鶏肉	ケイニク
鶯	ウグイス
鶴	ツル
鶴嘴	ツルハシ
鷲	ワシ
鷹	タカ
鷺	サギ
鹿	シカ
麓	フモト
麗質	レイシツ
麦藁	ムギワラ
麦酒	ビール
麦飯	ムギメシ
麩	フスマ
麺	メン
麺棒	メンボウ
麺類	メンルイ
麻	アサ
麻布	マフ
麻裏	アサウラ
麻雀	マージャン
黄	キ
黄いろ	キイロ
黄玉	オウギョク
