942.1hPa	キュウヒャクヨンジュウニテンイチヘクトパスカル
京都府立東宇治高等学校	キョウトフリツヒガシウジコウトウガッコウ
京都府立東舞鶴高等学校	キョウトフリツヒガシマイヅルコウトウガッコウ
京都府立福知山高等学校・附属中学校	キョウトフリツフクチヤマコウトウガッコウフゾクチュウガッコウ
京都府立福知山高等学校附属中学校	キョウトフリツフクチヤマコウトウガッコウフゾクチュウガッコウ
京都府立府民ホールアルティ	キョウトフリツフミンホールアルティ
京都府立文化芸術会館	キョウトフリツブンカゲイジュツカ
京都府立北稜高等学校	キョウトフリツホクリョウコウトウガッコウ
京都府立舞鶴こども療育センター	キョウトフリツマイヅルコドモリョウイクセンター
京都府立舞鶴支援学校	キョウトフリツマイヅルシエンガッコウ
京都府立舞鶴支援学校北吸分校	キョウトフリツマイヅルシエンガッコウキタスイブンコウ
京都府立舞鶴支援学校行永分校	キョウトフリツマイヅルシエンガッコウユキナガブンコウ
京都府立南山城支援学校	キョウトフリツミナミヤマシロシエンガッコウ
京都府立峰山高等学校	キョウトフリツミネヤマコウトウガッコウ
京都府立宮津高等学校	キョウトフリツミヤヅコウトウガッコウ
京都府立宮津天橋高等学校	キョウトフリツミヤヅテンキョウコウトウガッコウ
京都府立盲学校	キョウトフリツモウガッコウ
京都府立盲・聾学校舞鶴分校	キョウトフリツモウロウガッコウマイヅルブンコウ
京都府立盲聾学校舞鶴分校	キョウトフリツモウロウガッコウマイヅルブンコウ
京都府立桃山高等学校	キョウトフリツモモヤマコウトウガッコウ
京都府立桃山養護学校	キョウトフリツモモヤマヨウゴガッコウ
京都府立山城高等学校	キョウトフリツヤマシロコウトウガ
京都府立山城高等学校	キョウトフリツヤマシロコウトウガッコウ
京都府立山城総合運動公園	キョウトフリツヤマシロソウゴウウンドウコウエン
京都府立八幡支援学校	キョウトフリツヤワタシエンガッコウ
京都府立与謝の海支援学校	キョウトフリツヨサノウミシエンガッコウ
京都府立洛西高等学校	キョウトフリツラクサイコウトウガッコウ
京都府立洛水高等学校	キョウトフリツラクスイコウトウガッコウ
京都府立洛東高等学校	キョウトフリツラクトウコウトウガッコウ
京都府立洛北高等学校	キョウトフリツラクホクコウトウガ
京都府立洛北高等学校・附属中学校	キョウトフリツラクホクコウトウガッコウフゾクチュウガッコウ
京都府立洛北高等学校附属中学校	キョウトフリツラクホクコウトウガッコウフゾクチュウガッコウ
京都府立林業大学校	キョウトフリツリンギョウダイガッコウ
京都府立聾学校	キョウトフリツロウガッコウ
京都府竜宮町	キョウトフリュウグウチョウ
京都府柳水町	キョウトフリュウスイチョウ
京都府立本寺前町	キョウトフリュウホンジマエチョウ
京都府龍安寺池ノ下町	キョウトフリョウアンジイケノシタチョウ
京都府龍安寺衣笠下町	キョウトフリョウアンジキヌガサシタチョウ
京都府龍安寺五反田町	キョウトフリョウアンジゴタンダチョウ
京都府龍安寺御陵ノ下町	キョウトフリョウアンジゴリョウノシタチョウ
京都府龍安寺斎宮町	キョウトフリョウアンジサイグウチョウ
京都府龍安寺住吉町	キョウトフリョウアンジスミヨシチョウ
京都府龍安寺玉津芝町	キョウトフリョウアンジタマツシバチョウ
京都府龍安寺塔ノ下町	キョウトフリョウアンジトウノシタチョウ
京都府龍安寺西ノ川町	キョウトフリョウアンジニシノカワチョウ
京都府龍安寺山田町	キョウトフリョウアンジヤマタチョウ
京都府両替町	キョウトフリョウガエマチ
京都府両御霊町	キョウトフリョウゴリョウチョウ
京都府猟師	キョウトフリョウシ
京都府漁師	キョウトフリョウシ
京都府了頓図子町	キョウトフリョウトンズシチョウ
京都府緑苑坂	キョウトフリョクエンザカ
京都府林下町	キョウトフリンカチョウ
京都フリーパス	キョウトフリーパス
京都府冷泉町	キョウトフレイセンチョウ
京都府レッドデータブック	キョウトフレッドデータブック
京都府六地蔵	キョウトフロクジゾウ
京都府六町目	キョウトフロクチョウメ
京都府六丁目	キョウトフロクチョウメ
京都府六番町	キョウトフロクバンチョウ
京都府六万部	キョウトフロクマンブ
京都府轆轤町	キョウトフロクロチョウ
京都府六角油小路町	キョウトフロッカクアブラノコウジチョウ
京都府六角猪熊町	キョウトフロッカクイノクマチョウ
京都府六角大宮町	キョウトフロッカクオオミヤチョウ
京都府六角町	キョウトフロッカクチョウ
京都府六軒町	キョウトフロッケンチョウ
京都フローラ	キョウトフローラ
京都府和江	キョウトフワエ
京都府若竹町	キョウトフワカタケチョウ
京都府若松町	キョウトフワカマツチョウ
京都府若宮竪町	キョウトフワカミヤタテチョウ
京都府若宮町	キョウトフワカミヤチョウ
京都府若宮横町	キョウトフワカミヤヨコチョウ
京都府脇	キョウトフワキ
京都府和気町	キョウトフワキチョウ
京都府和木町	キョウトフワギチョウ
京都府和久市町	キョウトフワクイチチョウ
京都府和久寺	キョウトフワクデラ
京都府和久屋町	キョウトフワクヤチョウ
京都府和国町	キョウトフワコクチョウ
京都府鷲尾町	キョウトフワシオチョウ
京都府和水町	キョウトフワスイチョウ
京都府綿屋町	キョウトフワタヤチョウ
京都府和田	キョウトフワダ
京都府和束町	キョウトフワヅカチョウ
京都府和束町石寺	キョウトフワヅカチョウイシテラ
京都府和束町撰原	キョウトフワヅカチョウエリハラ
京都府和束町釜塚	キョウトフワヅカチョウカマツカ
京都府和束町木屋	キョウトフワヅカチョウコヤ
京都府和束町下島	キョウトフワヅカチョウシモジマ
京都府和束町白栖	キョウトフワヅカチョウシラス
京都府和束町園	キョウトフワヅカチョウソノ
京都府和束町杣田	キョウトフワヅカチョウソマダ
京都府和束町中	キョウトフワヅカチョウナカ
京都府和束町原山	キョウトフワヅカチョウハラヤマ
京都府和束町別所	キョウトフワヅカチョウベッショ
京都府和束町南	キョウトフワヅカチョウミナミ
京都府和束町門前	キョウトフワヅカチョウモンゼン
京都府和束町湯船	キョウトフワヅカチョウユブネ
京都府藁屋町	キョウトフワラヤチョウ
京都仏教会	キョウトブッキョウカイ
京都佛立ミュージアム	キョウトブツリュウミュージアム
京都部落問題研究資料センター	キョウトブラクモンダイケンキュウシリョウセンター
京都文化医療専門学校	キョウトブンカイリョウセンモンガッコウ
京都文化短期大学	キョウトブンカタンキダイガク
京都文化日本語学校	キョウトブンカニホンゴガッコウ
京都文化博物館	キョウトブンカハクブツカン
京都文化博覧会	キョウトブンカハクランカイ
京都文教学園	キョウトブンキョウガクエン
京都文教高校	キョウトブンキョウコウコウ
京都文教高等学校	キョウトブンキョウコウトウガッコウ
京都文教短期大学	キョウトブンキョウタンキダイガク
京都文教短期大学附属家政城陽幼稚園	キョウトブンキョウタンキダイガクフゾクカセイジョウヨウヨウチエン
京都文教短期大学付属小学校	キョウトブンキョウタンキダイガクフゾクショウガッコウ
京都文教短大	キョウトブンキョウタンダイ
京都文教大	キョウトブンキョウダイ
京都文教大学	キョウトブンキョウダイガク
京都文教中学校	キョウトブンキョウチュウガッコウ
京都文教中学校・高等学校	キョウトブンキョウチュウガッコウコウトウガッコウ
京都文教中学校高等学校	キョウトブンキョウチュウガッコウコウトウガッコウ
京都ぷらすosaka pitapa	キョウトプラスオオサカピタパ
京都ぷらすOSAKA PiTaPa	キョウトプラスオオサカピタパ
キョウトプラスオオサカピタパ	キョウトプラスオオサカピタパ
キョウトプラスセイキカブシキガイシャ	キョウトプラスセイキカブシキガイシャ
京都プラス精機 （株）	キョウトプラスセイキカブシキガイシャ
京都プラス精機（株）	キョウトプラスセイキカブシキガイシャ
京都プラス精機(株)	キョウトプラスセイキカブシキガイシャ
京都プラス精機株式会社	キョウトプラスセイキカブシキガイシャ
京都プラス精機 株式会社	キョウトプラスセイキカブシキガイシャ
京都プレス工業 株式会社	キョウトプレスコウギョウカブシキガイシャ
京都プレス工業株式会社	キョウトプレスコウギョウカブシキガイシャ
