ドメニコ・ベラルディ	ドメニコベラルディ
長野県岡谷市西林	ナガノケンオカヤシニシバヤシ
長野県岡谷市半ノ木	ナガノケンオカヤシハンノキ
長野県岡谷市東銀座	ナガノケンオカヤシヒガシギンザ
長野県岡谷市樋沢	ナガノケンオカヤシヒザワ
長野県岡谷市堀ノ内	ナガノケンオカヤシホリノウチ
長野県岡谷市本町	ナガノケンオカヤシホンチョウ
長野県岡谷市湊	ナガノケンオカヤシミナト
長野県岡谷市山下町	ナガノケンオカヤシヤマシタチョウ
長野県岡谷市山手町	ナガノケンオカヤシヤマテチョウ
長野県岡谷市ヨギトギ沢	ナガノケンオカヤシヨギトギサワ
長野県岡谷市若宮	ナガノケンオカヤシワカミヤ
長野県岡谷東高等学校	ナガノケンオカヤヒガシコウトウガッコウ
長野県岡谷南高等学校	ナガノケンオカヤミナミコウトウガッコウ
長野県岡谷竜上高等学校	ナガノケンオカヤリュウジョウコウトウガッコウ
長野県小川	ナガノケンオガワ
長野県小川村	ナガノケンオガワムラ
長野県小川村稲丘	ナガノケンオガワムライナオカ
長野県小川村小根山	ナガノケンオガワムラオネヤマ
長野県小川村瀬戸川	ナガノケンオガワムラセトガワ
長野県小川村高府	ナガノケンオガワムラタカフ
長野県小河原町	ナガノケンオガワラチョウ
長野県沖田町	ナガノケンオキタマチ
長野県荻久保	ナガノケンオギクボ
長野県小木曽	ナガノケンオギソ
長野県荻原	ナガノケンオギハラ
長野県御倉町	ナガノケンオクラチョウ
長野県長地	ナガノケンオサチ
長野県長地出早	ナガノケンオサチイズハヤ
長野県長地片間町	ナガノケンオサチカタマチョウ
長野県長地小萩	ナガノケンオサチコハギ
長野県長地御所	ナガノケンオサチゴショ
長野県長地権現町	ナガノケンオサチゴンゲンチョウ
長野県長地鎮	ナガノケンオサチシズメ
長野県長地柴宮	ナガノケンオサチシバミヤ
長野県長地梨久保	ナガノケンオサチナシクボ
長野県長地源	ナガノケンオサチミナモト
長野県長姫町	ナガノケンオサヒメチョウ
長野県小沢	ナガノケンオザワ
長野県押出	ナガノケンオシダシ
長野県押羽	ナガノケンオシハ
長野県小島田町	ナガノケンオシマダマチ
長野県小島	ナガノケンオジマ
長野県小田井	ナガノケンオタイ
長野県小舘	ナガノケンオタテ
長野県小谷村	ナガノケンオタリムラ
長野県小谷村北小谷	ナガノケンオタリムラキタオタリ
長野県小谷村千国	ナガノケンオタリムラチクニ
長野県小谷村中小谷	ナガノケンオタリムラナカオタリ
長野県小谷村中土	ナガノケンオタリムラナカツチ
長野県落合	ナガノケンオチアイ
長野県乙事	ナガノケンオッコト
長野県乙	ナガノケンオツ
長野県乙女	ナガノケンオトメ
長野県小根山	ナガノケンオネヤマ
長野県小野	ナガノケンオノ
長野県小野沢	ナガノケンオノザワ
長野県大日向町	ナガノケンオビナタマチ
長野県小布施	ナガノケンオブセ
長野県小布施町	ナガノケンオブセマチ
長野県小布施町飯田	ナガノケンオブセマチイイダ
長野県小布施町大島	ナガノケンオブセマチオオジマ
長野県小布施町押羽	ナガノケンオブセマチオシハ
長野県小布施町小布施	ナガノケンオブセマチオブセ
長野県小布施町雁田	ナガノケンオブセマチカリダ
長野県小布施町北岡	ナガノケンオブセマチキタオカ
長野県小布施町山王島	ナガノケンオブセマチサンノウジマ
長野県小布施町都住	ナガノケンオブセマチツスミ
長野県小布施町中松	ナガノケンオブセマチナカマツ
長野県小布施町福原	ナガノケンオブセマチフクハラ
長野県小布施町吉島	ナガノケンオブセマチヨシジマ
長野県麻績村	ナガノケンオミムラ
長野県麻績村麻	ナガノケンオミムラオ
長野県麻績村日	ナガノケンオミムラヒ
長野県面替	ナガノケンオモガエ
長野県大和	ナガノケンオワ
長野県海瀬	ナガノケンカイゼ
長野県海善寺	ナガノケンカイゼンジ
長野県開田高原末川	ナガノケンカイダコウゲンスエカワ
長野県開田高原西野	ナガノケンカイダコウゲンニシノ
長野県開智	ナガノケンカイチ
長野県加々須	ナガノケンカカス
長野県柿沢	ナガノケンカキザワ
長野県神楽橋	ナガノケンカグラバシ
長野県鹿教湯温泉	ナガノケンカケユオンセン
長野県笠原	ナガノケンカサハラ
長野県風間	ナガノケンカザマ
長野県加沢	ナガノケンカザワ
長野県鹿塩	ナガノケンカシオ
長野県柏木	ナガノケンカシワギ
長野県柏原	ナガノケンカシワバラ
長野県鍛冶屋	ナガノケンカジヤ
長野県春日	ナガノケンカスガ
長野県春日町	ナガノケンカスガチョウ
長野県片丘	ナガノケンカタオカ
長野県片桐	ナガノケンカタギリ
長野県片塩	ナガノケンカタシオ
長野県合戦場	ナガノケンカッセンバ
長野県勝間	ナガノケンカツマ
長野県葛島	ナガノケンカツラシマ
長野県門沢	ナガノケンカドサワ
長野県金井	ナガノケンカナイ
長野県金井田	ナガノケンカナイダ
長野県鼎一色	ナガノケンカナエイッシキ
長野県鼎上茶屋	ナガノケンカナエカミチャヤ
長野県鼎上山	ナガノケンカナエカミヤマ
長野県鼎切石	ナガノケンカナエキリイシ
長野県鼎下茶屋	ナガノケンカナエシモチャヤ
長野県鼎下山	ナガノケンカナエシモヤマ
長野県鼎中平	ナガノケンカナエナカダイラ
長野県鼎名古熊	ナガノケンカナエナゴクマ
長野県鼎西鼎	ナガノケンカナエニシカナエ
長野県鼎東鼎	ナガノケンカナエヒガシカナエ
長野県金沢	ナガノケンカナザワ
長野県金山町	ナガノケンカナヤママチ
長野県金箱	ナガノケンカネバコ
長野県和	ナガノケンカノウ
長野県神畑	ナガノケンカバタケ
長野県神畑乙	ナガノケンカバタケオツ
長野県加増	ナガノケンカマス
長野県鎌田	ナガノケンカマダ
長野県上	ナガノケンカミ
長野県上市田	ナガノケンカミイチダ
長野県上伊那農業高等学校	ナガノケンカミイナノウギョウコウトウガッコウ
長野県上今井	ナガノケンカミイマイ
長野県上小田切	ナガノケンカミオタギリ
長野県上片桐	ナガノケンカミカタギリ
長野県上川路	ナガノケンカミカワジ
長野県上川	ナガノケンカミガワ
長野県上木島	ナガノケンカミキジマ
長野県上久保	ナガノケンカミクボ
長野県上駒沢	ナガノケンカミコマザワ
長野県上五明	ナガノケンカミゴミョウ
長野県上里	ナガノケンカミサト
長野県上郷飯沼	ナガノケンカミサトイイヌマ
長野県上郷黒田	ナガノケンカミサトクロダ
長野県上郷別府	ナガノケンカミサトベップ
長野県上塩尻	ナガノケンカミシオジリ
長野県神城	ナガノケンカミシロ
長野県神城断層地震	ナガノケンカミシロダンソウジシン
長野県上新田	ナガノケンカミシンデン
長野県上島	ナガノケンカミジマ
長野県上諏訪	ナガノケンカミスワ
長野県上武石	ナガノケンカミタケシ
長野県上千歳町	ナガノケンカミチトセマチ
長野県上徳間	ナガノケンカミトクマ
長野県上殿岡	ナガノケンカミトノオカ
長野県上中町	ナガノケンカミナカマチ
長野県上西条	ナガノケンカミニシジョウ
長野県上西之門町	ナガノケンカミニシノモンチョウ
長野県上八町	ナガノケンカミハッチョウ
長野県神原	ナガノケンカミハラ
長野県上馬場	ナガノケンカミバッパ
長野県上久堅	ナガノケンカミヒサカタ
長野県上久堅戊	ナガノケンカミヒサカタボ
長野県上平尾	ナガノケンカミヒラオ
長野県上牧	ナガノケンカミマキ
長野県上丸子	ナガノケンカミマルコ
長野県上村	ナガノケンカミムラ
長野県上室賀	ナガノケンカミムロガ
長野県神山国際村	ナガノケンカミヤマコクサイムラ
長野県上山田	ナガノケンカミヤマダ
長野県上山田温泉	ナガノケンカミヤマダオンセン
長野県亀倉町	ナガノケンカメクラチョウ
長野県加茂町	ナガノケンカモチョウ
長野県唐松	ナガノケンカラマツ
長野県雁田	ナガノケンカリダ
長野県刈谷原町	ナガノケンカリヤハラマチ
長野県軽井沢	ナガノケンカルイザワ
長野県軽井沢高等学校	ナガノケンカルイザワコウトウガッコウ
長野県軽井沢東	ナガノケンカルイザワヒガシ
長野県軽井沢町	ナガノケンカルイザワマチ
長野県軽井沢町追分	ナガノケンカルイザワマチオイワケ
長野県軽井沢町軽井沢	ナガノケンカルイザワマチカルイザワ
長野県軽井沢町軽井沢東	ナガノケンカルイザワマチカルイザワヒガシ
長野県軽井沢町峠町	ナガノケンカルイザワマチトウゲマチ
長野県軽井沢町中軽井沢	ナガノケンカルイザワマチナカカルイザワ
長野県軽井沢町長倉	ナガノケンカルイザワマチナガクラ
長野県軽井沢町発地	ナガノケンカルイザワマチホッチ
長野県軽井沢町茂沢	ナガノケンカルイザワマチモザワ
長野県川合新田	ナガノケンカワイシンデン
長野県川上	ナガノケンカワカミ
長野県川上村	ナガノケンカワカミムラ
長野県川上村秋山	ナガノケンカワカミムラアキヤマ
長野県川上村梓山	ナガノケンカワカミムラアズサヤマ
長野県川上村居倉	ナガノケンカワカミムライグラ
長野県川上村大深山	ナガノケンカワカミムラオオミヤマ
